epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,9950.7,0.75992,0.54278,1.19725,0.92625,0.90845,0.92997,0.80192,0.83955,0.5315,1.26651,0.00162562,0.00162562,0.00162562
59,10119.1,0.76147,0.54181,1.19306,0.9378,0.90411,0.93348,0.81465,0.80177,0.53801,1.24647,0.00161329,0.00161329,0.00161329
60,10287.6,0.74967,0.53292,1.18832,0.93562,0.90667,0.92935,0.80367,0.83278,0.54633,1.2598,0.00160082,0.00160082,0.00160082
61,10456,0.755,0.53473,1.1845,0.9449,0.89434,0.93057,0.80478,0.83876,0.52664,1.26774,0.0015882,0.0015882,0.0015882
62,10624.5,0.75413,0.53157,1.18786,0.94436,0.89768,0.93218,0.80699,0.82279,0.53123,1.26022,0.00157543,0.00157543,0.00157543
63,10793,0.74938,0.53514,1.18355,0.94252,0.89981,0.93192,0.80449,0.83048,0.53173,1.26545,0.00156252,0.00156252,0.00156252
64,10961.4,0.74268,0.52906,1.17777,0.94184,0.90184,0.93225,0.80443,0.81679,0.52607,1.23983,0.00154947,0.00154947,0.00154947
65,11129.8,0.73918,0.52551,1.1769,0.93667,0.90591,0.9289,0.79893,0.83834,0.54977,1.25412,0.00153629,0.00153629,0.00153629
66,11298.2,0.73268,0.52077,1.1727,0.93688,0.89552,0.92618,0.80329,0.82728,0.54342,1.26066,0.00152298,0.00152298,0.00152298
67,11466.7,0.74537,0.52605,1.18041,0.94175,0.89861,0.92979,0.80094,0.8344,0.54198,1.27933,0.00150953,0.00150953,0.00150953
68,11635,0.73634,0.52312,1.17454,0.94433,0.89808,0.93295,0.80864,0.82087,0.53722,1.27265,0.00149596,0.00149596,0.00149596
69,11803.5,0.73964,0.52159,1.17772,0.93353,0.90315,0.93139,0.80901,0.8351,0.53192,1.2787,0.00148227,0.00148227,0.00148227
70,11971.9,0.72563,0.50867,1.16685,0.94056,0.90369,0.93232,0.81643,0.8216,0.52448,1.2733,0.00146846,0.00146846,0.00146846
71,12140.4,0.73367,0.51779,1.174,0.93645,0.90208,0.93069,0.81289,0.81042,0.52982,1.25803,0.00145454,0.00145454,0.00145454
72,12309.1,0.72868,0.5147,1.17322,0.94524,0.89732,0.93413,0.812,0.81825,0.53786,1.26037,0.0014405,0.0014405,0.0014405
73,12477.4,0.72689,0.51051,1.16846,0.93926,0.90435,0.93297,0.81471,0.8051,0.54208,1.25912,0.00142635,0.00142635,0.00142635
74,12645.8,0.72181,0.50863,1.1654,0.93656,0.90902,0.93028,0.80763,0.80989,0.54223,1.25611,0.0014121,0.0014121,0.0014121
75,12814.3,0.72026,0.50372,1.16143,0.93614,0.90446,0.92987,0.81255,0.7943,0.53478,1.25013,0.00139775,0.00139775,0.00139775
76,12982.7,0.7141,0.50151,1.16555,0.94086,0.89717,0.92575,0.80978,0.79597,0.53023,1.24748,0.0013833,0.0013833,0.0013833
77,13151.2,0.72211,0.50801,1.17012,0.94313,0.90191,0.93109,0.8141,0.79843,0.51529,1.24771,0.00136876,0.00136876,0.00136876
78,13319.9,0.71681,0.50224,1.15661,0.93401,0.90521,0.93254,0.81346,0.79999,0.50226,1.25133,0.00135412,0.00135412,0.00135412
79,13488.3,0.70843,0.49897,1.15903,0.94119,0.90434,0.93408,0.81878,0.78738,0.51417,1.2482,0.0013394,0.0013394,0.0013394
80,13656.9,0.71423,0.4982,1.15757,0.93298,0.90632,0.93266,0.813,0.8063,0.52521,1.25404,0.00132459,0.00132459,0.00132459
81,13825.4,0.71643,0.49918,1.15719,0.93892,0.90486,0.93372,0.81957,0.79559,0.52964,1.24795,0.00130971,0.00130971,0.00130971
82,13994.2,0.70374,0.49282,1.15251,0.93096,0.90788,0.93534,0.81649,0.79626,0.52622,1.24848,0.00129475,0.00129475,0.00129475
83,14162.7,0.70386,0.4903,1.14479,0.93372,0.90969,0.93494,0.8156,0.8019,0.52899,1.25761,0.00127971,0.00127971,0.00127971
84,14332.1,0.70166,0.48593,1.1458,0.94534,0.89417,0.9342,0.81747,0.79237,0.52691,1.24777,0.00126461,0.00126461,0.00126461
85,14500.6,0.69345,0.48516,1.13946,0.93912,0.90311,0.93357,0.8209,0.79513,0.53258,1.25442,0.00124944,0.00124944,0.00124944
86,14669.3,0.70475,0.49519,1.14994,0.93515,0.90802,0.93528,0.82274,0.78718,0.52725,1.24689,0.00123421,0.00123421,0.00123421
87,14837.9,0.69362,0.48105,1.14074,0.93133,0.90635,0.93592,0.82702,0.78971,0.52709,1.25134,0.00121893,0.00121893,0.00121893
88,15006.5,0.69566,0.48006,1.14881,0.94655,0.89609,0.93682,0.82561,0.7963,0.51835,1.26301,0.00120358,0.00120358,0.00120358
89,15175,0.68984,0.48004,1.14367,0.94745,0.89729,0.93736,0.82604,0.80264,0.51011,1.26743,0.00118819,0.00118819,0.00118819
90,15343.5,0.68545,0.47593,1.14043,0.94502,0.90137,0.9378,0.82358,0.80302,0.51388,1.26664,0.00117276,0.00117276,0.00117276
91,15511.9,0.68942,0.47533,1.1419,0.93933,0.9022,0.93627,0.82375,0.80019,0.51674,1.26486,0.00115728,0.00115728,0.00115728
92,15680.5,0.68729,0.47076,1.13813,0.93547,0.90544,0.93539,0.82156,0.79816,0.52713,1.26137,0.00114176,0.00114176,0.00114176
93,15848.9,0.68845,0.47607,1.13871,0.94298,0.90566,0.93547,0.82365,0.799,0.5252,1.26618,0.00112621,0.00112621,0.00112621
94,16017.5,0.68142,0.46941,1.13203,0.93694,0.90158,0.93468,0.82423,0.79693,0.53129,1.26855,0.00111062,0.00111062,0.00111062
95,16186,0.68474,0.47311,1.1327,0.94555,0.90328,0.93533,0.82716,0.79631,0.53458,1.26955,0.00109501,0.00109501,0.00109501
96,16354.4,0.68026,0.47006,1.13484,0.94636,0.8996,0.93618,0.82524,0.79706,0.52894,1.27395,0.00107938,0.00107938,0.00107938
97,16523,0.67204,0.46234,1.12396,0.94155,0.90207,0.93367,0.82298,0.79507,0.52609,1.27266,0.00106373,0.00106373,0.00106373
98,16691.6,0.67402,0.46338,1.12553,0.94113,0.90386,0.93399,0.82151,0.79023,0.52233,1.26332,0.00104806,0.00104806,0.00104806
99,16860,0.67032,0.4644,1.12589,0.94162,0.90203,0.93386,0.82261,0.78767,0.51812,1.26128,0.00103238,0.00103238,0.00103238
100,17028.5,0.67135,0.46117,1.12461,0.94078,0.9048,0.93305,0.82347,0.78694,0.52079,1.25705,0.00101669,0.00101669,0.00101669
101,17197,0.67686,0.46827,1.1325,0.93779,0.90413,0.93527,0.82686,0.78436,0.51955,1.25768,0.001001,0.001001,0.001001
102,17365.7,0.67248,0.4643,1.13191,0.94392,0.90059,0.93602,0.82748,0.78334,0.50638,1.26071,0.000985308,0.000985308,0.000985308
103,17534.7,0.67179,0.46165,1.12458,0.94211,0.90161,0.93571,0.82719,0.78742,0.50544,1.26303,0.000969621,0.000969621,0.000969621
104,17703.3,0.67021,0.45891,1.12737,0.94332,0.89866,0.93501,0.82537,0.78844,0.49498,1.26337,0.000953941,0.000953941,0.000953941
105,17872,0.66713,0.4547,1.12172,0.94317,0.89594,0.93286,0.82409,0.78773,0.49485,1.26471,0.000938272,0.000938272,0.000938272
106,18040.6,0.66345,0.4549,1.12294,0.9427,0.8995,0.93268,0.82373,0.78551,0.49629,1.26593,0.000922619,0.000922619,0.000922619
107,18209.2,0.66531,0.45856,1.12126,0.94244,0.89936,0.93242,0.82494,0.78781,0.49965,1.27059,0.000906986,0.000906986,0.000906986
108,18377.7,0.66398,0.45614,1.12333,0.93547,0.90023,0.9319,0.82462,0.78432,0.49837,1.26846,0.000891375,0.000891375,0.000891375
109,18546.3,0.65929,0.45027,1.11787,0.92984,0.9039,0.93124,0.82681,0.78097,0.49849,1.26859,0.000875792,0.000875792,0.000875792
110,18714.7,0.65363,0.44897,1.11351,0.94617,0.88904,0.93119,0.82631,0.78265,0.49394,1.27195,0.00086024,0.00086024,0.00086024
111,18883.3,0.66051,0.45365,1.11775,0.94874,0.88811,0.93086,0.82656,0.78057,0.49088,1.27115,0.000844722,0.000844722,0.000844722
112,19052,0.65572,0.4459,1.11585,0.93508,0.90141,0.9317,0.828,0.78225,0.48996,1.27298,0.000829243,0.000829243,0.000829243
113,19220.7,0.64763,0.44148,1.11135,0.93111,0.90287,0.93154,0.82676,0.7823,0.48735,1.27196,0.000813806,0.000813806,0.000813806
114,19390.2,0.65381,0.44729,1.11584,0.93114,0.90363,0.9327,0.8265,0.78303,0.48986,1.27383,0.000798415,0.000798415,0.000798415
115,19558.6,0.64986,0.44119,1.11112,0.93454,0.90531,0.93298,0.82619,0.78387,0.48841,1.27374,0.000783075,0.000783075,0.000783075
116,19727.2,0.65047,0.44405,1.11284,0.93903,0.90195,0.93392,0.8277,0.7802,0.48815,1.26654,0.000767788,0.000767788,0.000767788
117,19896,0.64901,0.44212,1.11078,0.93885,0.90115,0.93417,0.82819,0.78169,0.49114,1.26421,0.000752559,0.000752559,0.000752559
118,20064.7,0.65279,0.44683,1.11409,0.94112,0.90044,0.93432,0.82851,0.78345,0.49743,1.26344,0.000737391,0.000737391,0.000737391
119,20233.5,0.64528,0.44048,1.11006,0.9446,0.89929,0.93366,0.82723,0.7843,0.50153,1.26375,0.000722288,0.000722288,0.000722288
120,20402.1,0.64659,0.44002,1.10828,0.94439,0.89859,0.93381,0.82753,0.78649,0.50632,1.26539,0.000707254,0.000707254,0.000707254
121,20570.7,0.64908,0.44169,1.11142,0.94511,0.89884,0.93406,0.82773,0.78613,0.50915,1.26486,0.000692292,0.000692292,0.000692292
122,20739.5,0.63758,0.43149,1.10385,0.94572,0.89788,0.93387,0.82763,0.78718,0.51062,1.26737,0.000677406,0.000677406,0.000677406
123,20908.1,0.64278,0.43503,1.10432,0.93794,0.90161,0.93391,0.82769,0.78862,0.51044,1.26973,0.000662601,0.000662601,0.000662601
124,21076.8,0.63592,0.42958,1.10335,0.93591,0.90207,0.93355,0.82827,0.78751,0.50604,1.2695,0.000647879,0.000647879,0.000647879
125,21245.4,0.63393,0.42948,1.10073,0.94147,0.90087,0.93385,0.82899,0.78607,0.5065,1.26915,0.000633244,0.000633244,0.000633244
126,21414.8,0.63444,0.4313,1.09734,0.94511,0.89542,0.93393,0.82957,0.7841,0.50455,1.26627,0.000618699,0.000618699,0.000618699
127,21584.3,0.62744,0.42484,1.09913,0.93328,0.9041,0.93375,0.8305,0.78264,0.50576,1.26458,0.000604249,0.000604249,0.000604249
128,21753.2,0.62994,0.42684,1.09517,0.93462,0.9055,0.93394,0.83025,0.78167,0.50435,1.26278,0.000589897,0.000589897,0.000589897
129,21922.3,0.63605,0.43012,1.09772,0.93642,0.90385,0.93443,0.82992,0.78025,0.50649,1.26075,0.000575646,0.000575646,0.000575646
130,22092,0.62425,0.42316,1.09191,0.93521,0.90586,0.93446,0.83137,0.78039,0.50836,1.26085,0.000561501,0.000561501,0.000561501
131,22261.9,0.63283,0.4293,1.09837,0.93981,0.90443,0.93488,0.83086,0.78179,0.51014,1.26103,0.000547463,0.000547463,0.000547463
132,22431.9,0.62692,0.42293,1.09724,0.94061,0.90406,0.9349,0.83009,0.78308,0.50979,1.26248,0.000533538,0.000533538,0.000533538
133,22601.5,0.62721,0.42426,1.0984,0.93932,0.90251,0.9344,0.83029,0.78261,0.5106,1.26263,0.000519728,0.000519728,0.000519728
134,22771.3,0.62349,0.41784,1.09465,0.93878,0.90277,0.93429,0.8308,0.78181,0.5116,1.26308,0.000506037,0.000506037,0.000506037
135,22940.9,0.62647,0.42485,1.09842,0.93515,0.90486,0.93441,0.83083,0.78183,0.51315,1.26403,0.000492468,0.000492468,0.000492468
136,23110.4,0.62219,0.42085,1.09773,0.93499,0.90564,0.93446,0.83132,0.78195,0.5145,1.26481,0.000479024,0.000479024,0.000479024
137,23280,0.62222,0.41913,1.09392,0.94391,0.89793,0.93412,0.83095,0.78281,0.5153,1.26636,0.000465709,0.000465709,0.000465709
138,23449.2,0.61809,0.41876,1.09103,0.93677,0.9052,0.93494,0.83078,0.78313,0.51661,1.26739,0.000452526,0.000452526,0.000452526
139,23618.6,0.61559,0.41367,1.0853,0.93707,0.90508,0.93473,0.83086,0.78271,0.51583,1.26765,0.000439479,0.000439479,0.000439479
140,23788,0.61348,0.41381,1.08547,0.9353,0.9051,0.93456,0.83087,0.78292,0.51392,1.26788,0.00042657,0.00042657,0.00042657
141,23956.6,0.61417,0.41388,1.09177,0.93506,0.90534,0.93439,0.83128,0.78283,0.51467,1.26873,0.000413803,0.000413803,0.000413803
142,24126.3,0.60998,0.41232,1.08234,0.93477,0.90489,0.93337,0.83062,0.78238,0.51576,1.26878,0.00040118,0.00040118,0.00040118
143,24295.1,0.61228,0.41245,1.0861,0.93362,0.90622,0.93332,0.83049,0.78232,0.51503,1.26871,0.000388706,0.000388706,0.000388706
144,24463.8,0.60915,0.41673,1.08354,0.9338,0.90689,0.9331,0.83014,0.78176,0.51474,1.2687,0.000376383,0.000376383,0.000376383
145,24632.6,0.60933,0.40746,1.08234,0.93527,0.90792,0.93388,0.82867,0.78089,0.51399,1.26793,0.000364213,0.000364213,0.000364213
146,24801.3,0.61272,0.40912,1.08173,0.93402,0.90802,0.93422,0.8296,0.78161,0.51544,1.26853,0.000352201,0.000352201,0.000352201
147,24969.9,0.60555,0.41095,1.08681,0.93304,0.90936,0.93444,0.82996,0.78116,0.51464,1.2682,0.000340349,0.000340349,0.000340349
148,25138.6,0.6141,0.41025,1.08821,0.93298,0.90935,0.93448,0.82993,0.78128,0.5145,1.26823,0.00032866,0.00032866,0.00032866
149,25307.2,0.61042,0.40812,1.08269,0.93329,0.90921,0.93452,0.83036,0.78108,0.51265,1.26783,0.000317137,0.000317137,0.000317137
150,25475.9,0.60656,0.40618,1.0828,0.93313,0.90928,0.93455,0.83032,0.78136,0.51405,1.26775,0.000305783,0.000305783,0.000305783
151,25644.5,0.59952,0.403,1.07927,0.93306,0.90937,0.93439,0.83014,0.78145,0.51464,1.26795,0.0002946,0.0002946,0.0002946
152,25813.4,0.60105,0.40314,1.08024,0.93305,0.90938,0.93448,0.82975,0.78215,0.5166,1.26863,0.000283592,0.000283592,0.000283592
153,25982.2,0.60058,0.39998,1.07683,0.93272,0.90864,0.9341,0.82965,0.78111,0.51431,1.26775,0.00027276,0.00027276,0.00027276
154,26150.9,0.60142,0.40366,1.07533,0.93338,0.90895,0.93422,0.83012,0.78088,0.51401,1.2674,0.000262109,0.000262109,0.000262109
155,26319.7,0.59475,0.39679,1.07459,0.93367,0.90903,0.93402,0.82964,0.7805,0.51196,1.26707,0.000251639,0.000251639,0.000251639
156,26488.3,0.60117,0.40163,1.07854,0.93395,0.90889,0.9338,0.82955,0.7808,0.51193,1.26802,0.000241354,0.000241354,0.000241354
157,26657,0.59593,0.40027,1.07698,0.93465,0.90922,0.93377,0.82917,0.78086,0.51165,1.26818,0.000231257,0.000231257,0.000231257
158,26825.7,0.6033,0.40283,1.07945,0.93492,0.90939,0.93388,0.82992,0.78077,0.513,1.26835,0.00022135,0.00022135,0.00022135
159,26994.6,0.60126,0.40138,1.07602,0.93579,0.90971,0.93358,0.82928,0.78114,0.51397,1.26897,0.000211635,0.000211635,0.000211635
160,27163.4,0.59812,0.40037,1.07293,0.93446,0.90824,0.93355,0.82913,0.78085,0.51431,1.26909,0.000202115,0.000202115,0.000202115
